SKU,Handle,Collection,Category,Name,Variant Name,Price,In Stock,URL,Image URL,Body
,all,All,,SHARK HEADBANGER,Default Title,20.00,Yes,https://janecarrolldesign.com/products/shark-headbanger,https://cdn.shopify.com/s/files/1/1302/3613/products/SHARK.jpg?v=1496936788,"<strong><span style=""color: #0b5394;""><span style=""text-decoration: underline;"">Shark</span>: made of black polar fleece with grey and white felt applique and Scotchlite fabric applique so that eyes light up at night reflecting a light source. Simply slip over existing helmet – no strings or ties.</span></strong>"
,all,All,,SHEEP HEADBANGER,Default Title,20.00,Yes,https://janecarrolldesign.com/products/sheep-headbanger,https://cdn.shopify.com/s/files/1/1302/3613/products/SHEEP.jpg?v=1496937273,"<span style=""color: #0b5394;""><strong>Sheep:</strong><strong> made of cream Sherpa fleece with black polar fleece and </strong><strong>Scotchlite</strong><strong> reflective fabric applique on ears/eyes that light up reflecting a light source. Simply slip over existing helmet – no strings or ties.</strong></span>"
,all,All,,Ship - Blue Check,Default Title,108.00,Yes,https://janecarrolldesign.com/products/ship-blue-check-single,https://cdn.shopify.com/s/files/1/1302/3613/products/ship-blue-check-lifestyle_a4e575fd-d09c-4233-a5f3-06380787892b.JPG?v=1467086928,"<meta charset=""utf-8"">
<p><span>This quilt makes the perfect gift for any child! 100% cotton, machine washable. Can be personalised with child's name and date of birth, embroidered in any colour. Size: 120 x 170 cm.</span></p>
<p><span style=""color: #0000ff;""><strong>If you wish to have your quilt personalised with a child's name and date of birth, please select from embroidery option. You can find embroidery option by returning to the product page, and then in QUILTS ETC section. Cost 10 euros Extra.</strong></span></p>"
,all,All,,Ship - Blue Check,Default Title,78.00,Yes,https://janecarrolldesign.com/products/ship-blue-check-cot,https://cdn.shopify.com/s/files/1/1302/3613/products/Ship_-_Blue_Check_c366ace4-9e2f-4e1c-b91d-461c354e0fda.jpg?v=1497628143,"<meta charset=""utf-8"">
<p><span>This quilt makes the perfect gift for any child! 100% cotton, machine washable. Can be personalised with child's name and date of birth, embroidered in any colour. Size: 100 x 125 cm.</span></p>
<p><span style=""color: #0000ff;""><strong>If you wish to have your quilt personalised with a child's name and date of birth, please select from embroidery option. You can find embroidery option by returning to the product page, and then in QUILTS ETC section. Cost 10 euros Extra.</strong></span></p>"
,all,All,,Ship - Blue Dot,Default Title,78.00,Yes,https://janecarrolldesign.com/products/ship-blue-dot-cot,https://cdn.shopify.com/s/files/1/1302/3613/products/Ship_-_Blue_Dot_f915a049-5169-488c-b0f3-05b1e14bcf07.jpg?v=1497628201,"<meta charset=""utf-8"">
<p><span>This quilt makes the perfect gift for any child! 100% cotton, machine washable. Can be personalised with child's name and date of birth, embroidered in any colour. Size: 100 x 125 cm.</span></p>
<p><span style=""color: #0000ff;""><strong>If you wish to have your quilt personalised with a child's name and date of birth, please select from embroidery option. You can find embroidery option by returning to the product page, and then in QUILTS ETC section. Cost 10 euros Extra.</strong></span></p>"
,all,All,,Ship - Blue Dot - In stock November 2018,Default Title,52.00,Yes,https://janecarrolldesign.com/products/ship-blue-dot-pram,https://cdn.shopify.com/s/files/1/1302/3613/products/Ship_-_Blue_Dot.jpg?v=1497624674,"<p>This quilt makes the perfect gift for any child! 100% cotton, machine washable. All of our quilts <span class=""s1"">can be personalised with child's name and date of birth, embroidered in any colour</span>. Size: 75 x 75 cm.</p>
<meta charset=""utf-8"">
<p><strong> </strong></p>
<p><span style=""color: #0000ff;""><strong>If you wish to have your quilt personalised with a child's name and date of birth, please select from embroidery option. You can find embroidery option by returning to the product page, and then in QUILTS ETC section. Cost 10 euros Extra.</strong></span></p>"
,all,All,collection,Ship - Blue Mosaic,Default Title,86.00,Yes,https://janecarrolldesign.com/products/ship-blue-mosaic-quilt,https://cdn.shopify.com/s/files/1/1302/3613/products/image_492dc0fb-8e6b-4d3f-8513-33dc60f8aa18.jpg?v=1522423647,"<span>This quilt makes the perfect gift for any child! 100% cotton, machine washable. Can be personalised with child's name and date of birth, embroidered in any colour. Size: 100 x 125 cm. If you wish to have your quilt personalised...</span>"
,all,All,,Ship - Blue Spot,Default Title,98.00,Yes,https://janecarrolldesign.com/products/ship-blue-spot-single,https://cdn.shopify.com/s/files/1/1302/3613/products/ship-blue-spot-lifestyle_51ae3b33-1356-4653-9b34-8e6d0a0ae0c8.JPG?v=1467086937,"<meta charset=""utf-8"">
<p><span>This quilt makes the perfect gift for any child! 100% cotton, machine washable. Can be personalised with child's name and date of birth, embroidered in any colour. Size: 120 x 170 cm.</span></p>
<p><span style=""color: #0000ff;""><strong>If you wish to have your quilt personalised with a child's name and date of birth, please select from embroidery option. You can find embroidery option by returning to the product page, and then in QUILTS ETC section. Cost 10 euros Extra.</strong></span></p>"
,all,All,,Six Little Boats in Dublin Bay,Default Title,12.00,Yes,https://janecarrolldesign.com/products/six-little-boats-in-dublin-bay,https://cdn.shopify.com/s/files/1/1302/3613/products/charity_2.jpg?v=1496418282,
,all,All,,Sky boat Hat (Size - 3 to 6 months),Default Title,18.00,Yes,https://janecarrolldesign.com/products/sky-boat-size-3-to-6-months,https://cdn.shopify.com/s/files/1/1302/3613/products/sky_boat.jpg?v=1494605245,"<span style=""color: #ff00ff;""><strong>100% cotton hat. Hand loomed in the UK</strong></span>"
,all,All,,Sky boat Hat (Size - 6 to 12 months),Default Title,18.00,Yes,https://janecarrolldesign.com/products/sky-boat-hat-size-6-to-12-months,https://cdn.shopify.com/s/files/1/1302/3613/products/sky_boat_d0e59f23-ab5c-4125-9d81-803309286928.jpg?v=1494605331,"<span style=""color: #ff00ff;""><strong>100% cotton hat. Hand loomed in the UK</strong></span>"
,all,All,,Sky boat on white hat (Size - 3 to 6 months),Default Title,18.00,Yes,https://janecarrolldesign.com/products/sky-boat-on-white-hat-size-3-to-6-months,https://cdn.shopify.com/s/files/1/1302/3613/products/sky_boat_on_white.jpg?v=1494603222,"<span style=""color: #ff00ff;""><strong>100% cotton. Hand loomed in the U.K</strong></span>"
,all,All,,Sky boat on white hat (Size - 6 to 12 months),Default Title,18.00,Yes,https://janecarrolldesign.com/products/sky-boat-on-white-hat-size-6-to-12-months,https://cdn.shopify.com/s/files/1/1302/3613/products/sky_boat_on_white_f18106bd-6c7b-470c-b162-36b7cbdac9cd.jpg?v=1494603293,"<span style=""color: #ff00ff;""><strong>100% cotton. Hand loomed in the U.K</strong></span>"
,all,All,,Sky white spot Hat (Size - 3 to 6 months),Default Title,18.00,Yes,https://janecarrolldesign.com/products/sky-white-spot-hat-size-3-to-6-months,https://cdn.shopify.com/s/files/1/1302/3613/products/Sky_white_spot.jpg?v=1494606054,"<span style=""color: #ff00ff;""><strong>100% cotton knitted hat.</strong></span>"
,all,All,,Sky white spot Hat (Size - 6 to 12 months),Default Title,18.00,Yes,https://janecarrolldesign.com/products/sky-white-spot-hat-size-6-to-12-months,https://cdn.shopify.com/s/files/1/1302/3613/products/Sky_white_spot_c780452b-1118-4c12-b088-3db1736b3547.jpg?v=1494606119,"<span style=""color: #ff00ff;""><strong>100% cotton knitted hat.</strong></span>"
,all,All,,Sky white stripe Hat (Size - 3 to 6 months),Default Title,18.00,Yes,https://janecarrolldesign.com/products/sky-white-stripesize-3-to-6-months,https://cdn.shopify.com/s/files/1/1302/3613/products/sky_white_stripe.jpg?v=1494605470,"<div id=""productDescription"" itemprop=""description"">
<div id=""productDescription"" itemprop=""description"">
<div id=""productDescription"" itemprop=""description"">
<p><span style=""color: #ff00ff;""><strong>100% cotton knitted hat. made in the U.K</strong></span></p>
<p><span style=""color: #ff00ff;""><strong>A classic for a baby.</strong></span></p>
</div>
</div>
</div>"
,all,All,,Sky white stripe Hat (Size - 6 to 12 months),Default Title,18.00,Yes,https://janecarrolldesign.com/products/sky-white-stripe-hat-size-6-to-12-months,https://cdn.shopify.com/s/files/1/1302/3613/products/sky_white_stripe_c8714007-cf49-46f6-8d69-f18edf4e6276.jpg?v=1494605565,"<div id=""productDescription"" itemprop=""description"">
<p><span style=""color: #ff00ff;""><strong>100% cotton knitted hat. made in the U.K</strong></span></p>
<p><span style=""color: #ff00ff;""><strong>Classic for a baby.</strong></span></p>
</div>"
,all,All,,SMALL BACKPACK FOREST,Default Title,26.00,Yes,https://janecarrolldesign.com/products/small-backpack-forest,https://cdn.shopify.com/s/files/1/1302/3613/products/SMALL_BACKPACK_FOREST.jpg?v=1497966633,"<pre class=""tw-data-text tw-ta tw-text-small"" data-placeholder=""Translation"" id=""tw-target-text"" style=""text-align: left; height: 144px;"" data-fulltext="""" dir=""ltr""><strong><span style=""color: #0b5394;"" lang=""en"">A small woven backpack with back and soft polyester shoulder straps. It has a large opening for easy access, with adjustable padded shoulder straps with a customizable label on the back, and a front pocket.</span></strong></pre>"
,all,All,,SMALL BIM MIMI BACKPACK,Default Title,26.00,Yes,https://janecarrolldesign.com/products/small-bim-mimi-backpack,https://cdn.shopify.com/s/files/1/1302/3613/products/SMALL_BIM_MIMI_BACKPACK.jpg?v=1497968827,"<pre class=""tw-data-text tw-ta tw-text-small"" data-placeholder=""Translation"" id=""tw-target-text"" style=""text-align: left; height: 144px;"" data-fulltext="""" dir=""ltr""><span style=""color: #0b5394;""><strong><span lang=""en"">A small woven backpack with back and soft polyester shoulder straps. It has a large opening for easy access, with adjustable padded shoulder straps a customizable label on the back.</span></strong></span></pre>"
,all,All,,Small London Bus,Default Title,22.00,Yes,https://janecarrolldesign.com/products/small-london-bus,https://cdn.shopify.com/s/files/1/1302/3613/products/Small_London_Bus.jpg?v=1493993939,"<p><strong><span style=""color: #990000;"">This wooden toy London Bus, is the perfect toy for any little hands. A very popular traditional wooden toy. Wooden toy London Bus, hand painted in red.</span></strong></p>
<p><strong>Dimensions - W13 x D7 x H7.5 cm</strong></p>
<p> </p>"
,all,All,,Snow White (Flip-Up Fairy Tales),Default Title,12.00,Yes,https://janecarrolldesign.com/products/snow-white-flip-up-fairy-tales,https://cdn.shopify.com/s/files/1/1302/3613/products/snowhite.jpg?v=1496241144,"<p><span style=""font-size: 12px; color: #0b5394;""><strong><span style=""font-family: Verdana,Arial,sans-serif; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; display: inline !important; float: none;"">Step into the magical world of Child's Play fairy tales… Traditional tales are a well-established part of all cultures. Retold from the originals, these lively stories will captivate readers with their delightful illustrations and fun lift-up flaps which really add to the action. The 'flip-up' flaps encourage prediction and discussion, and well-known stories will give young readers confidence.</span></strong></span></p>
<h4 style=""margin: 0px 0px 1em; padding: 0px; border: 0px none; line-height: 1em; font-size: 12px; color: #008484; clear: both; font-family: Verdana,Arial,sans-serif; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;""><strong>Product Details</strong></span></h4>
<dl style=""margin: 0px 0px 10px; padding: 0px; border: 0px none; line-height: 1em; color: #333333; font-family: Verdana,Arial,sans-serif; font-size: 10px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;"">
<dt style=""margin: 0px; padding: 0px 0px 0.6em; border: 0px none; line-height: 1.4em; font-size: 11px; float: left; clear: left;""><span style=""color: #0b5394;""><strong>Illustrated by:</strong></span></dt>
<dd style=""margin: 0px; padding: 0px 0px 0.6em; border: 0px none; line-height: 1.4em; font-size: 11px;""><span style=""color: #0b5394;""><strong>Lesley Danson</strong></span></dd>
<dt style=""margin: 0px; padding: 0px 0px 0.6em; border: 0px none; line-height: 1.4em; font-size: 11px; float: left; clear: left;""><span style=""color: #0b5394;""><strong>First Published:</strong></span></dt>
<dd style=""margin: 0px; padding: 0px 0px 0.6em; border: 0px none; line-height: 1.4em; font-size: 11px;""><span style=""color: #0b5394;""><strong>01 July 2006</strong></span></dd>
<dt style=""margin: 0px; padding: 0px 0px 0.6em; border: 0px none; line-height: 1.4em; font-size: 11px; float: left; clear: left;""><span style=""color: #0b5394;""><strong>Soft cover:</strong></span></dt>
<dd style=""margin: 0px; padding: 0px 0px 0.6em; border: 0px none; line-height: 1.4em; font-size: 11px;""><span style=""color: #0b5394;""><strong>24 pages</strong></span></dd>
<dt style=""margin: 0px; padding: 0px 0px 0.6em; border: 0px none; line-height: 1.4em; font-size: 11px; float: left; clear: left; color: #333333; font-family: Verdana,Arial,sans-serif; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;""><strong>Product Dimensions:</strong></span></dt>
<dd style=""margin: 0px; padding: 0px 0px 0.6em; border: 0px none; line-height: 1.4em; font-size: 11px; color: #333333; font-family: Verdana,Arial,sans-serif; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;""><strong>210mm x 210mm</strong></span></dd>
</dl>"
,all,All,,Soft Ball - Peter Rabbit,Default Title,6.00,Yes,https://janecarrolldesign.com/products/soft-ball-peter-rabbit,https://cdn.shopify.com/s/files/1/1302/3613/products/Peter-Rabbit-Soft-Ball.jpg?v=1464761082,
,all,All,,Soldier Skittles On Wheels Pull Along,Default Title,32.00,Yes,https://janecarrolldesign.com/products/soldier-skittles-on-wheels-pull-along,https://cdn.shopify.com/s/files/1/1302/3613/products/soldier_skittles_on_wheels.jpg?v=1493995369,"<p><span style=""color: #990000;""><strong>This traditional Victorian style wooden toy gives you two toys for the price of one Stand them up and knock them down, a beautiful set of 6 soldier skittles with 2 balls. Once finished, screw the soldiers into the wooden carriage and this becomes a great pull along toy.</strong></span></p>
<p><strong>Dimensions - W22 x D13 x H18 cm</strong></p>"
,all,All,,SOPHIE RAG DOLL,Default Title,28.00,Yes,https://janecarrolldesign.com/products/sophie-rag-doll,https://cdn.shopify.com/s/files/1/1302/3613/products/110.jpg?v=1494498905,"<p><span style=""color: #a64d79;""><strong>Sophie the ballerina is wearing her best dancing skirt and soft voile petticoat. With a matching cardigan and soft velour slippers, she is ready for her dance class.</strong></span></p>
<p><strong>Height - 35 cms</strong></p>"
,all,All,,Space,Default Title,98.00,Yes,https://janecarrolldesign.com/products/space-single,https://cdn.shopify.com/s/files/1/1302/3613/products/space-lifestyle_fff40154-b419-4916-856a-0e30ca80aeaf.JPG?v=1467086943,"<meta charset=""utf-8"">
<p><span>This quilt makes the perfect gift for any child! 100% cotton, machine washable. Can be personalised with child's name and date of birth, embroidered in any colour. Size: 120 x 170 cm.</span></p>
<p><span style=""color: #0000ff;""><strong>If you wish to have your quilt personalised with a child's name and date of birth, please select from embroidery option. You can find embroidery option by returning to the product page, and then in QUILTS ETC section. Cost 10 euros Extra.</strong></span></p>"
,all,All,,Space,Default Title,78.00,Yes,https://janecarrolldesign.com/products/space-cot,https://cdn.shopify.com/s/files/1/1302/3613/products/space-single-3.JPG?v=1466701093,"<meta charset=""utf-8"">
<p><span>This quilt makes the perfect gift for any child! 100% cotton, machine washable. Can be personalised with child's name and date of birth, embroidered in any colour. Size: 100 x 125 cm.</span></p>
<p><span style=""color: #0000ff;""><strong>If you wish to have your quilt personalised with a child's name and date of birth, please select from embroidery option. You can find embroidery option by returning to the product page, and then in QUILTS ETC section. Cost 10 euros Extra.</strong></span></p>"
,all,All,,Spiro Making Kit,Default Title,15.00,Yes,https://janecarrolldesign.com/products/spiro-in-a-tin,https://cdn.shopify.com/s/files/1/1302/3613/products/Spiro-art-in-a-tin.jpg?v=1464761124,<p>This little gift in a tin countains everything you need to keep a child busy for quite a few afternoons drawing and creating all kinds of different creative designs.</p>
,all,All,,Stacking Ambulance Car - Wood,Default Title,15.00,Yes,https://janecarrolldesign.com/products/stacking-ambulance-car-wood,https://cdn.shopify.com/s/files/1/1302/3613/products/Stacking-Ambulance-Car-Wood.jpg?v=1464761154,"<p><strong><span style=""color: #0b5394;"">This little wooden ambulance car is perfect for a child's first car, they can not only push them along but also pick their brains at trying to stack it.</span></strong></p>"
,all,All,,Stacking Fireman Truck Wood,Default Title,15.00,Yes,https://janecarrolldesign.com/products/stacking-fireman-truck-wood,https://cdn.shopify.com/s/files/1/1302/3613/products/Stacking-Fireman-Truck-Wood.jpg?v=1464761168,"<p><span style=""color: #3d85c6;""><strong>This little wooden fireman truck is perfect for a child's first car, they can not only push them along but also pick their brains at trying to stack it.</strong></span></p>"
,all,All,,Stacking Police Car - Wood,Default Title,15.00,Yes,https://janecarrolldesign.com/products/stacking-police-car-wood,https://cdn.shopify.com/s/files/1/1302/3613/products/Stacking-Police-Car-Wood.jpg?v=1464761182,"<p><span style=""color: #0b5394;""><strong>This little wooden police car is perfect for a child's first car, they can not only push them along but also pick their brains at trying to stack it.</strong></span></p>"
,all,All,,Steam Train Pull Along,Default Title,20.00,Yes,https://janecarrolldesign.com/products/steam-train-pull-along,https://cdn.shopify.com/s/files/1/1302/3613/products/Stream_train.jpg?v=1493995015,"<p><span style=""color: #990000;""><strong>This toy Steam Train pull along is a beautiful traditional wooden toy. Painted in red, with beautifully painted detail to replicate a traditional Victorian steam train.</strong></span></p>
<p><strong>Dimensions - W25 x D7.5 x H14.5 cm</strong></p>"
,all,All,,Storage Box - Airport,Default Title,85.00,Yes,https://janecarrolldesign.com/products/airport-storage-box,https://cdn.shopify.com/s/files/1/1302/3613/products/Airport-Storage-Box.png?v=1464761248,
,all,All,,Storage Box - Blue Bus,Default Title,85.00,Yes,https://janecarrolldesign.com/products/blue-bus-storage-box,https://cdn.shopify.com/s/files/1/1302/3613/products/Blue-Bus-Storage-Box.png?v=1464761307,
,all,All,,Storage Box - Pink House,Default Title,85.00,Yes,https://janecarrolldesign.com/products/pink-house-storage-box,https://cdn.shopify.com/s/files/1/1302/3613/products/Pink-House-Storage-Box.png?v=1464761343,
,all,All,,Storage Box - Purple Box,Default Title,60.00,Yes,https://janecarrolldesign.com/products/purple-box-storage-box,https://cdn.shopify.com/s/files/1/1302/3613/products/Purple-Box-Storage-Box.png?v=1464761377,
,all,All,,Storage Box - Theatre,Default Title,85.00,Yes,https://janecarrolldesign.com/products/theatre-storage-box,https://cdn.shopify.com/s/files/1/1302/3613/products/theatre-storage-box.png?v=1464761451,
,all,All,,Storage Box - Yellow Train,Default Title,60.00,Yes,https://janecarrolldesign.com/products/yellow-train-storage-box,https://cdn.shopify.com/s/files/1/1302/3613/products/Yellow-Train-Storage-Box.png?v=1464761488,
,all,All,,Strawberry Hat (Size - 3 to 6 months),Default Title,18.00,Yes,https://janecarrolldesign.com/products/strawberry-hat-size-3-to-6-months,https://cdn.shopify.com/s/files/1/1302/3613/products/strawberry.jpg?v=1494604590,"<span style=""color: #ff00ff;""><strong>The original Strawberry hat and still the best selling design.</strong></span>"
,all,All,,Strawberry Hat (Size - 6 to 12 months),Default Title,18.00,Yes,https://janecarrolldesign.com/products/strawberry-hat-size-6-to-12-months,https://cdn.shopify.com/s/files/1/1302/3613/products/strawberry_f4bc51dd-ffa5-4196-a8d7-6b9ad0376095.jpg?v=1494604657,"<span style=""color: #ff00ff;""><strong>The original Strawberry hat and still the best selling design.</strong></span>"
,all,All,,Sugerplum Bathroom,Default Title,26.00,Yes,https://janecarrolldesign.com/products/sugerplum-bathroom,https://cdn.shopify.com/s/files/1/1302/3613/products/bathroom.jpg?v=1496329488,"<h4 class=""content"" data-hook=""product-page-description-content"" style=""box-sizing: border-box; font-family: inherit; white-space: pre-wrap; overflow-wrap: break-word; margin-top: 0px; margin-bottom: 0px; text-overflow: ellipsis; color: #cfcfcf; font-size: 20px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;"">Sugar Plum Bathroom Set complete with bath, shower curtain, loo, towel rail, sink &amp; bathmat.</span></h4>
<h4 class=""title"" style=""box-sizing: border-box; font-weight: bold; margin: 0px 0px 15px; font-size: 26px; font-style: normal; font-variant: normal; font-stretch: normal; line-height: 32px; font-family: 'open sans condensed',sans-serif; color: #d0d0d0; overflow-wrap: break-word; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;"">Colour Box Size D x H x L (cm)</span></h4>
<h4 style=""box-sizing: border-box; font-weight: 400; margin: 0px; font-family: inherit; font-size: inherit; font-variant: inherit; font-stretch: inherit; line-height: inherit; white-space: normal;""><span style=""color: #0b5394;"">18.6x8.0x25.5</span></h4>"
,all,All,,Sugerplum Bedroom,Default Title,26.00,Yes,https://janecarrolldesign.com/products/sugerplum-bedroom,https://cdn.shopify.com/s/files/1/1302/3613/products/bedroom.jpg?v=1496327914,"<h4 class=""content"" data-hook=""product-page-description-content"" ng-bind-html=""descriptionVM.descriptionToHtml()"" style=""box-sizing: border-box; font-family: inherit; white-space: pre-wrap; overflow-wrap: break-word; margin-top: 0px; margin-bottom: 0px; text-overflow: ellipsis; color: #cfcfcf; font-size: 20px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;"">Master bedroom furniture pack. Includes a wardrobe, bedside table, dressing table with stool, an illustrated bed with embroidered cotton duvet and pillows.</span></h4>
<h4 class=""title"" style=""box-sizing: border-box; font-weight: bold; margin: 0px 0px 15px; font-size: 26px; font-style: normal; font-variant: normal; font-stretch: normal; line-height: 32px; font-family: 'open sans condensed',sans-serif; color: #d0d0d0; overflow-wrap: break-word; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;"">Colour Box Size D x H x L (cm): <span style=""font-family: 'open sans condensed',sans-serif; font-size: 20px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; display: inline !important; float: none;"">18.6x8.0x25.5</span></span></h4>"
,all,All,,Sugerplum Dining Room,Default Title,26.00,Yes,https://janecarrolldesign.com/products/sugerplum-dining-room,https://cdn.shopify.com/s/files/1/1302/3613/products/dinningset.jpg?v=1496327677,"<h4 class=""content"" data-hook=""product-page-description-content"" ng-bind-html=""descriptionVM.descriptionToHtml()"" style=""box-sizing: border-box; font-family: inherit; white-space: pre-wrap; overflow-wrap: break-word; margin-top: 0px; margin-bottom: 0px; text-overflow: ellipsis; color: #cfcfcf; font-size: 20px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;"">Sugar Plum dining room furniture pack.With a table and four chairs and play accessories.</span></h4>
<h4 class=""title"" style=""box-sizing: border-box; font-weight: bold; margin: 0px 0px 15px; font-size: 26px; font-style: normal; font-variant: normal; font-stretch: normal; line-height: 32px; font-family: 'open sans condensed',sans-serif; color: #d0d0d0; overflow-wrap: break-word; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;"">Colour Box Size D x H x L (cm): <span style=""font-family: 'open sans condensed',sans-serif; font-size: 20px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; display: inline !important; float: none;"">18.6x8.0x25.5</span></span></h4>
<pre class=""content"" data-hook=""product-page-description-content"" ng-bind-html=""descriptionVM.descriptionToHtml()"" style=""box-sizing: border-box; font-family: inherit; white-space: pre-wrap; overflow-wrap: break-word; margin-top: 0px; margin-bottom: 0px; text-overflow: ellipsis; color: #cfcfcf; font-size: 20px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><br><br></pre>"
,all,All,,Sugerplum Kitchen,Default Title,26.00,Yes,https://janecarrolldesign.com/products/sugerplum-kitchen,https://cdn.shopify.com/s/files/1/1302/3613/products/kitchen.jpg?v=1496328949,"<h4 class=""content"" data-hook=""product-page-description-content"" ng-bind-html=""descriptionVM.descriptionToHtml()"" style=""box-sizing: border-box; font-family: inherit; white-space: pre-wrap; overflow-wrap: break-word; margin-top: 0px; margin-bottom: 0px; text-overflow: ellipsis; color: #cfcfcf; font-size: 20px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;"">Sugar Plum Kitchen furniture pack.With cooker, sink unit , fridge , table with two stools and accessories as illustrated.</span></h4>
<h4 class=""title"" style=""box-sizing: border-box; font-weight: bold; margin: 0px 0px 15px; font-size: 26px; font-style: normal; font-variant: normal; font-stretch: normal; line-height: 32px; font-family: 'open sans condensed',sans-serif; color: #d0d0d0; overflow-wrap: break-word; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;"">Colour Box Size D x H x L (cm): <span style=""font-family: 'open sans condensed',sans-serif; font-size: 20px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; display: inline !important; float: none;"">18.6x8.0x25.5</span></span></h4>"
